ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
474;385;86;29;2;3755797800;13454;6187300900;13454;8063;212;4501;712211600;13454;1798163800;13454;403799800;13454;1332343600;13454;"Dep_No_priv";51;"M";2018;7;9701;9822;9176;11405;9486;10357;13454
387;438;81;27;2;3781779200;13493;6277649300;13493;8205;301;365;748382700;13493;1655016900;13493;406741800;13493;1248607800;13493;"Dep_No_priv";51;"M";2018;5;9914;10015;9514;11390;9346;10510;13493
378;819;84;24;0;4248714100;13512;6879048000;13512;8314;183;2862;854746200;13512;2089983800;13512;486703100;13512;1574929600;13512;"Dep_No_priv";51;"M";2018;6;9998;10107;9523;11422;9488;10620;13512
772;395;89;23;1;3776825000;13873;6191327500;13873;8275;102;667;737105100;13873;1615717900;13873;362940000;13873;1192077000;13873;"Dep_No_priv";51;"M";2018;8;10059;10159;9591;11667;9559;10704;13873
396;895;88;27;2;4015555600;13603;6399054900;13603;8180;210;2998;811308900;13603;2041638200;13603;465708500;13603;1516947200;13603;"Dep_No_priv";50;"M";2018;6;9835;9914;9407;11382;9473;10545;13603
885;442;100;22;2;3582073900;13938;5798099500;13938;8241;134;698;720328700;13938;1574872800;13938;341321100;13938;1142444900;13938;"Dep_No_priv";50;"M";2018;8;9832;9916;9493;11664;9526;10636;13938
443;402;111;31;1;3538114200;13446;5748002400;13446;7908;236;4608;688946300;13446;1759506300;13446;388165500;13446;1288373100;13446;"Dep_No_priv";50;"M";2018;7;9440;9532;9012;11317;9412;10225;13446
458;500;100;36;2;3596894800;13650;5853435900;13650;8070;328;386;723540700;13650;1633607000;13650;394375700;13650;1218465400;13650;"Dep_No_priv";50;"M";2018;5;9803;9873;9469;11380;9357;10464;13650
1106;668;0;0;0;3150884300;23535;3533495000;23535;532;190;1;327020900;23535;32281500;23535;544500;23535;1862300;23535;"Independiente";49;"M";2018;5;21744;17595;10645;1547;4;8;23535
1112;747;1;1;0;3169159301;23518;3567228801;23518;524;283;2;329390900;23518;34463900;23518;265800;23518;2789900;23518;"Independiente";49;"M";2018;6;21717;17651;10671;1584;1;5;23518
1283;810;1;0;0;3162182901;23375;3575484601;23375;560;383;2;324819200;23375;33705700;23375;325100;23375;1601800;23375;"Independiente";49;"M";2018;7;21557;17602;10549;1592;4;8;23375
1525;740;1;1;0;3200732800;23578;3627999700;23578;601;418;1;323810100;23578;32792700;23578;341900;23578;550000;23578;"Independiente";49;"M";2018;8;21715;17786;10589;1642;8;8;23578
887;455;94;33;2;3433272400;13540;5639248300;13540;7874;120;629;666275400;13540;1499964000;13540;338365700;13540;1097395900;13540;"Dep_No_priv";49;"M";2018;8;9720;9805;9227;11161;9137;10246;13540
418;937;95;23;0;3779422400;13249;6115097700;13249;7872;199;2730;750560000;13249;1932780400;13249;454477200;13249;1446072300;13249;"Dep_No_priv";49;"M";2018;6;9690;9768;9179;10922;9118;10208;13249
493;409;103;25;2;3391723800;13055;5589485800;13055;7565;210;4286;647398900;13055;1655141300;13055;375809100;13055;1223120100;13055;"Dep_No_priv";49;"M";2018;7;9323;9409;8733;10835;9049;9851;13055
445;490;94;27;2;3414252700;13242;5692793100;13242;7792;315;342;674447200;13242;1518825600;13242;375103100;13242;1148214500;13242;"Dep_No_priv";49;"M";2018;5;9615;9687;9183;10879;8951;10062;13242
6741;6647;1445;536;21;10089767249;89669;23549997800;89669;35415;1963;6096;4279146350;89669;5977809220;89669;1000489900;89669;1501042100;89669;"Dep_sec_priv";48;"M";2018;7;89344;82816;88588;88347;11404;11402;89669
7254;6850;1421;512;18;10157420300;90324;23701427300;90324;35674;1239;4394;4336402650;90324;6031229620;90324;1011138100;90324;1516887800;90324;"Dep_sec_priv";48;"M";2018;8;89989;83359;89289;89114;11645;11646;90324
6264;7165;1382;527;18;10674241839;90120;24022284000;90120;35506;1238;5390;4342087000;90120;6139682720;90120;1121700900;90120;1682534300;90120;"Dep_sec_priv";48;"M";2018;6;89790;83252;89013;88661;12130;12127;90120
6889;6901;1356;506;18;10193847209;90668;23695748600;90668;35954;1478;3715;4340642212;90668;6073195700;90668;1034476800;90668;1551780800;90668;"Dep_sec_priv";48;"M";2018;5;90335;83785;89707;89311;11895;11892;90668
1579;785;0;2;0;3139304700;22989;3581811600;22989;662;432;3;332659100;22989;32330300;22989;523600;22989;785500;22989;"Independiente";48;"M";2018;8;21064;17429;10587;1625;5;5;22989
1367;805;0;1;0;3087581000;22671;3516190700;22671;574;359;0;328241300;22671;32542000;22671;491200;22671;1894200;22671;"Independiente";48;"M";2018;7;20836;17149;10430;1584;4;9;22671
1197;860;1;0;0;3097916300;22785;3523706100;22785;572;253;1;334597800;22785;34238300;22785;400400;22785;3245000;22785;"Independiente";48;"M";2018;6;20929;17169;10559;1588;3;10;22785
1050;676;0;1;0;3064765000;22745;3468182500;22745;582;186;1;327502400;22745;32847600;22745;640500;22745;2521300;22745;"Independiente";48;"M";2018;5;20917;17102;10518;1554;7;15;22745
931;489;99;25;3;3370364200;13528;5542451400;13528;7805;131;646;657518800;13528;1497740600;13528;331930200;13528;1086190200;13528;"Dep_No_priv";48;"M";2018;8;9551;9676;9216;11214;9072;10198;13528
431;516;62;28;2;3354194000;13243;5587703300;13243;7700;277;370;660845600;13243;1514757900;13243;361598000;13243;1122743000;13243;"Dep_No_priv";48;"M";2018;5;9467;9595;9204;10978;8873;10005;13243
457;948;80;24;5;3725076900;13232;6035758800;13232;7825;213;2897;736984700;13232;1929262100;13232;440681400;13232;1431786900;13232;"Dep_No_priv";48;"M";2018;6;9531;9653;9180;11012;9028;10146;13232
474;440;102;19;1;3325114100;13022;5486132100;13022;7560;228;4395;630563100;13022;1661950000;13022;369684600;13022;1215841900;13022;"Dep_No_priv";48;"M";2018;7;9136;9272;8687;10877;8977;9782;13022
1199;879;2;0;0;2988055801;22401;3398703100;22401;541;293;1;322902700;22401;35282300;22401;1016300;22401;2652600;22401;"Independiente";47;"M";2018;6;20603;17046;10608;1676;9;11;22401
1132;754;2;0;0;2973516210;22394;3373653800;22394;543;223;1;321207400;22394;33382000;22394;760200;22394;1702500;22394;"Independiente";47;"M";2018;5;20603;17001;10580;1656;7;9;22394
1375;850;2;0;0;2987055600;22357;3403509500;22357;574;370;3;324628700;22357;35394900;22357;1212500;22357;2397300;22357;"Independiente";47;"M";2018;7;20581;17038;10501;1714;11;13;22357
1636;823;1;0;0;3025555900;22619;3463474700;22619;615;418;3;325707700;22619;35264000;22619;1043100;22619;1685000;22619;"Independiente";47;"M";2018;8;20754;17294;10609;1751;10;11;22619
7071;7166;1430;498;23;10428203796;92755;24385082601;92755;37252;1624;3771;4484295775;92755;6235163309;92755;1040896373;92755;1562144591;92755;"Dep_sec_priv";47;"M";2018;5;92439;85841;91811;91444;12184;12183;92755
6569;7471;1416;498;21;10954425390;92203;24748569000;92203;36971;1302;5870;4461438000;92203;6306963600;92203;1135860000;92203;1703994300;92203;"Dep_sec_priv";47;"M";2018;6;91871;85306;91115;90755;12583;12582;92203
7565;6909;1452;509;27;10439257300;92413;24418244000;92413;37211;1308;4641;4481950450;92413;6274883200;92413;1059402100;92413;1589512500;92413;"Dep_sec_priv";47;"M";2018;8;92093;85480;91430;91284;12151;12149;92413
7002;6815;1498;483;18;10337537450;91663;24204110613;91663;36740;1993;6274;4395074465;91663;6148524000;91663;1020183700;91663;1530812000;91663;"Dep_sec_priv";47;"M";2018;7;91330;84747;90608;90390;11781;11781;91663
7718;7218;1525;514;35;10274087800;93944;24479571600;93944;37844;1384;4639;4540558750;93944;6204301100;93944;975722500;93944;1463794500;93944;"Dep_sec_priv";46;"M";2018;8;93573;86860;92952;92803;11766;11768;93944
7326;7266;1546;495;31;10198273893;93366;24237000612;93366;37281;2103;6320;4455320015;93366;6145613400;93366;977797700;93366;1467045100;93366;"Dep_sec_priv";46;"M";2018;7;92998;86321;92336;92065;11517;11518;93366
6868;7964;1475;492;34;10793783149;93907;24737016612;93907;37453;1351;5937;4502535600;93907;6285590800;93907;1090228400;93907;1635698700;93907;"Dep_sec_priv";46;"M";2018;6;93558;86858;92838;92409;12340;12340;93907
7406;7419;1519;515;34;10261231179;94366;24394863211;94366;37711;1666;3845;4530196262;94366;6190545400;94366;976592300;94366;1465285200;94366;"Dep_sec_priv";46;"M";2018;5;94016;87336;93419;92966;11971;11971;94366
501;482;97;28;5;3182464100;12894;5273666700;12894;7468;264;4443;569802600;12894;1615618400;12894;378441600;12894;1211937500;12894;"Dep_No_priv";46;"M";2018;7;8851;8956;8361;10616;8928;9742;12894
360;445;65;34;0;3797695800;13681;6209921600;13681;8252;349;408;737747300;13681;1699284900;13681;405779000;13681;1272533800;13681;"Dep_No_priv";52;"M";2018;5;10067;10130;9657;11626;9549;10719;13681
363;821;71;27;1;4249491500;13664;6781310200;13664;8439;211;2986;834653400;13664;2130864500;13664;484139400;13664;1604480300;13664;"Dep_No_priv";52;"M";2018;6;10111;10182;9638;11655;9699;10863;13664
436;400;83;30;0;3738277700;13558;6074062000;13558;8124;238;4489;703406900;13558;1844626800;13558;406795200;13558;1368015200;13558;"Dep_No_priv";52;"M";2018;7;9780;9863;9271;11596;9690;10557;13558
788;391;85;25;3;3796243300;13947;6137510100;13947;8440;135;707;730688000;13947;1648594500;13947;361475000;13947;1212876900;13947;"Dep_No_priv";52;"M";2018;8;10140;10209;9697;11905;9749;10926;13947
941;498;100;26;5;3319109700;13518;5528756200;13518;7771;96;586;618234200;13518;1461948700;13518;336047900;13518;1080309200;13518;"Dep_No_priv";47;"M";2018;8;9595;9702;9179;11124;9017;10181;13518
498;475;101;28;4;3252649900;13039;5438249513;13039;7461;241;4359;594078700;13039;1619121800;13039;363901700;13039;1185974600;13039;"Dep_No_priv";47;"M";2018;7;9194;9321;8662;10798;8891;9743;13039
452;990;75;28;3;3622406600;13254;5977801700;13254;7800;169;2836;686445300;13254;1879790200;13254;435248800;13254;1410733600;13254;"Dep_No_priv";47;"M";2018;6;9576;9707;9132;10914;8969;10100;13254
471;527;74;29;3;3289705200;13278;5582027700;13278;7691;279;362;622537800;13278;1480497100;13278;367288800;13278;1121608700;13278;"Dep_No_priv";47;"M";2018;5;9528;9646;9173;10887;8855;10024;13278
1586;837;0;1;0;3012896600;22148;3473326100;22148;653;440;3;331520800;22148;34370800;22148;645300;22148;993400;22148;"Independiente";46;"M";2018;8;20269;17017;10663;1725;5;5;22148
1389;903;0;2;0;2983895500;21971;3434572800;21971;603;344;1;334367500;21971;34293000;21971;335100;21971;1701100;21971;"Independiente";46;"M";2018;7;20149;16830;10630;1699;4;9;21971
1194;816;0;0;0;2968465300;21993;3408900800;21993;575;240;3;332381700;21993;35885200;21993;336400;21993;3009100;21993;"Independiente";46;"M";2018;6;20194;16798;10711;1685;4;11;21993
1136;717;0;1;0;2971394300;22024;3405525213;22024;527;157;1;329691300;22024;34036500;22024;340900;22024;2026200;22024;"Independiente";46;"M";2018;5;20291;16863;10643;1666;6;13;22024
7657;7127;1505;543;47;10345035900;93068;24510232800;93068;37384;1380;4483;4436211500;93068;6261590300;93068;1014880200;93068;1522449400;93068;"Dep_sec_priv";45;"M";2018;8;92741;86258;92101;91951;11868;11870;93068
7170;7060;1590;508;34;10262783050;92419;24304180800;92419;36961;2186;6207;4368091615;92419;6218861100;92419;1012556700;92419;1519163300;92419;"Dep_sec_priv";45;"M";2018;7;92102;85640;91427;91259;11535;11537;92419
7297;7514;1548;521;36;10389887549;93725;24514920100;93725;37583;1701;3791;4448000550;93725;6244470200;93725;1007987800;93725;1512163900;93725;"Dep_sec_priv";45;"M";2018;5;93438;86863;92819;92524;12166;12164;93725
6731;7663;1561;504;43;10862895129;92954;24849387700;92954;37090;1317;5758;4436183250;92954;6310013400;92954;1097528500;92954;1646466700;92954;"Dep_sec_priv";45;"M";2018;6;92656;86201;91899;91612;12403;12403;92954
552;445;77;17;7;3071003000;12804;5177116600;12804;7383;226;4329;574788100;12804;1568801200;12804;358746800;12804;1161363300;12804;"Dep_No_priv";45;"M";2018;7;8738;8845;8313;10486;8687;9510;12804
487;1020;67;19;6;3372196500;13005;5589919200;13005;7611;152;2903;634210400;13005;1764096900;13005;405760700;13005;1330198700;13005;"Dep_No_priv";45;"M";2018;6;9138;9272;8794;10590;8700;9839;13005
974;526;82;26;5;3132642900;13325;5234296400;13325;7724;92;576;590054000;13325;1411350400;13325;322087600;13325;1045637600;13325;"Dep_No_priv";45;"M";2018;8;9182;9275;8854;10794;8782;9952;13325
132;93;0;0;0;1151311000;10012;103470500;10012;82;57;0;10769800;10012;3606000;10012;39400;10012;59100;10012;"Independiente";68;"F";2018;7;9932;670;681;230;1;1;10012
136;76;0;0;0;1147496650;10027;108291300;10027;78;28;0;10743300;10027;3816300;10027;39400;10027;59100;10027;"Independiente";68;"F";2018;5;9951;683;684;230;1;1;10027
139;83;0;0;0;1142338000;10022;103937300;10022;70;44;0;10513000;10022;3668800;10022;39400;10022;59100;10022;"Independiente";68;"F";2018;6;9945;680;688;228;1;1;10022
101;55;0;0;0;554294801;4351;26253700;4351;48;30;0;18369900;4351;1061300;4351;0;4351;0;4351;"Independiente";75;"M";2018;8;4269;161;619;68;0;0;4351
84;61;0;0;0;548267400;4363;26152700;4363;49;23;0;18258000;4363;1040600;4363;0;4363;0;4363;"Independiente";75;"M";2018;6;4283;160;623;68;0;0;4363
85;48;0;0;0;557678800;4388;27004500;4388;48;17;0;18567800;4388;1031800;4388;0;4388;0;4388;"Independiente";75;"M";2018;5;4309;169;632;69;0;0;4388
96;53;0;0;0;551658201;4356;26636200;4356;48;21;0;17540000;4356;1061200;4356;0;4356;0;4356;"Independiente";75;"M";2018;7;4277;161;619;69;0;0;4356
85;58;0;0;0;611531700;4777;34127600;4777;55;18;0;30432600;4777;1512400;4777;0;4777;0;4777;"Independiente";74;"M";2018;6;4670;237;753;104;0;0;4777
114;53;0;0;0;613480601;4774;33950500;4774;52;28;0;27120600;4774;1728200;4774;100200;4774;150200;4774;"Independiente";74;"M";2018;8;4666;228;745;104;1;1;4774
100;72;0;0;0;614772201;4781;35141200;4781;55;27;0;30140900;4781;1514700;4781;3400;4781;5100;4781;"Independiente";74;"M";2018;7;4670;235;762;105;1;1;4781
71;56;0;0;0;615910900;4800;35273900;4800;57;20;0;30887000;4800;1829400;4800;0;4800;0;4800;"Independiente";74;"M";2018;5;4700;243;753;104;0;0;4800
229;218;24;7;1;367189900;2872;187477400;2872;433;31;101;101692100;2872;180923300;2872;45654600;2872;68479100;2872;"Dep_sec_priv";72;"M";2018;7;2852;998;2807;2779;573;573;2872
200;277;24;8;1;373204900;2918;192711900;2918;418;19;104;103044100;2918;180732200;2918;45545500;2918;68278200;2918;"Dep_sec_priv";72;"M";2018;6;2896;1019;2834;2794;588;587;2918
203;261;23;6;2;382920500;2975;193106500;2975;452;16;65;102940800;2975;187462000;2975;48500400;2975;72707700;2975;"Dep_sec_priv";72;"M";2018;5;2950;1025;2905;2868;638;637;2975
162;118;0;0;0;1004843400;7069;84241000;7069;126;24;0;51388100;7069;2422500;7069;1100;7069;1600;7069;"Independiente";71;"M";2018;5;6846;518;1524;140;1;1;7069
208;120;0;0;0;1005531700;7103;80558500;7103;133;81;0;52164800;7103;2504600;7103;62600;7103;93900;7103;"Independiente";71;"M";2018;8;6856;507;1538;143;2;2;7103
187;123;0;0;0;993678200;7079;82812800;7079;111;54;0;52295900;7079;2098700;7079;0;7079;0;7079;"Independiente";71;"M";2018;6;6839;513;1538;140;0;0;7079
210;109;0;0;0;1009112000;7088;81112000;7088;121;76;0;51944500;7088;2328300;7088;31300;7088;47000;7088;"Independiente";71;"M";2018;7;6855;507;1517;143;1;1;7088
90;109;18;7;0;759335200;3809;1086564300;3809;2602;43;2065;110238100;3809;586138900;3809;90724100;3809;453362400;3809;"Dep_No_priv";66;"M";2018;7;1848;1626;1833;3465;3052;3387;3809
193;77;20;3;0;790618500;3892;1108805800;3892;2754;42;122;112105900;3892;519041000;3892;78839600;3892;401277400;3892;"Dep_No_priv";66;"M";2018;8;1951;1661;1959;3506;3008;3454;3892
63;231;16;2;0;854931800;3803;1210005300;3803;2689;59;1240;132369000;3803;685318200;3803;101766600;3803;532603200;3803;"Dep_No_priv";66;"M";2018;6;1966;1676;1967;3435;2965;3389;3803
46;96;17;9;0;802341000;3808;1093697600;3808;2687;82;59;119539000;3808;516081400;3808;81336300;3808;398991900;3808;"Dep_No_priv";66;"M";2018;5;1953;1653;1977;3433;2960;3386;3808
198;79;21;6;0;952716000;4419;1420933500;4419;3081;54;152;148716900;4419;583132700;4419;89986500;4419;451429800;4419;"Dep_No_priv";65;"M";2018;8;2376;2111;2345;3990;3416;3904;4419
71;259;22;7;0;1053128400;4337;1542061300;4337;2999;76;1366;175419200;4337;776019100;4337;119980600;4337;601550200;4337;"Dep_No_priv";65;"M";2018;6;2434;2158;2414;3922;3346;3841;4337
94;112;29;9;0;929488500;4330;1399099800;4330;2909;60;2229;146404600;4330;669475600;4330;103849700;4330;516765400;4330;"Dep_No_priv";65;"M";2018;7;2279;2071;2235;3942;3444;3835;4330
73;115;23;6;0;962969200;4328;1368204600;4328;3016;92;73;151096100;4328;571186600;4328;95073100;4328;446139600;4328;"Dep_No_priv";65;"M";2018;5;2410;2112;2393;3886;3348;3834;4328
101;77;0;1;0;689526200;5402;50468800;5402;78;31;0;34483000;5402;1922300;5402;0;5402;0;5402;"Independiente";73;"M";2018;6;5253;307;973;106;0;0;5402
97;59;0;1;0;682569700;5368;50407100;5368;71;31;0;33759400;5368;1908800;5368;0;5368;0;5368;"Independiente";73;"M";2018;7;5221;302;952;104;0;0;5368
131;80;0;1;0;691383000;5395;48068400;5395;86;40;0;34100800;5395;1927800;5395;0;5395;0;5395;"Independiente";73;"M";2018;8;5235;295;964;104;0;0;5395
335;372;95;31;2;4140372000;13732;6513222600;13732;8349;350;405;771150800;13732;1799732900;13732;432714300;13732;1334943400;13732;"Dep_No_priv";55;"M";2018;5;10392;10413;9972;11913;9725;10909;13732
1487;782;1;1;0;3190860400;23342;3584004000;23342;657;405;1;311929600;23342;34365800;23342;680000;23342;1186400;23342;"Independiente";50;"M";2018;8;21481;17356;10157;1601;11;13;23342
1284;813;0;0;0;3151230100;23123;3531012900;23123;596;320;1;308664500;23123;33892300;23123;483800;23123;1015900;23123;"Independiente";50;"M";2018;7;21340;17168;10106;1590;8;10;23123
1068;723;1;0;0;3115828000;23141;3477817700;23141;526;257;0;309201500;23141;35547800;23141;464800;23141;2139600;23141;"Independiente";50;"M";2018;6;21361;17109;10199;1599;6;12;23141
1065;619;1;0;0;3107501500;23199;3456442100;23199;529;179;0;306763000;23199;34428100;23199;487300;23199;1866300;23199;"Independiente";50;"M";2018;5;21465;17124;10190;1560;8;15;23199
494;534;90;31;6;3223156500;13052;5403642300;13052;7677;243;371;591848800;13052;1455016800;13052;371082300;13052;1115755700;13052;"Dep_No_priv";46;"M";2018;5;9160;9245;8791;10596;8780;9888;13052
973;500;105;29;8;3239489700;13404;5342377400;13404;7776;121;625;589724400;13404;1454198400;13404;341687000;13404;1086123400;13404;"Dep_No_priv";46;"M";2018;8;9273;9369;8860;10907;9038;10155;13404
474;982;83;20;4;3513231600;13048;5724537800;13048;7749;193;2891;646543800;13048;1830469300;13048;427857100;13048;1378179000;13048;"Dep_No_priv";46;"M";2018;6;9220;9319;8803;10640;8888;9981;13048
1089;706;1;3;1;2805815400;21058;3242023700;21058;533;186;1;290074500;21058;32569800;21058;446400;21058;1607100;21058;"Independiente";45;"M";2018;5;19430;16430;10394;1663;8;12;21058
1245;884;0;1;0;2819005900;21116;3262679700;21116;540;271;0;293354300;21116;34397400;21116;677800;21116;2670500;21116;"Independiente";45;"M";2018;6;19458;16491;10448;1683;5;9;21116
1582;808;2;2;0;2857420800;21278;3315569500;21278;628;393;0;295028800;21278;32564700;21278;196900;21278;366200;21278;"Independiente";45;"M";2018;8;19563;16657;10407;1727;7;8;21278
1314;844;0;1;0;2817060000;20982;3256636900;20982;574;346;2;297283000;20982;32901400;20982;114500;20982;1123600;20982;"Independiente";45;"M";2018;7;19347;16410;10342;1683;6;10;20982
497;527;76;28;3;3102419700;13016;5275229100;13016;7562;246;346;589807800;13016;1416726500;13016;357233900;13016;1085627300;13016;"Dep_No_priv";45;"M";2018;5;9085;9202;8828;10569;8577;9763;13016
1658;833;1;2;0;2954948400;21789;3444022500;21789;643;451;0;317246300;21789;35316200;21789;347700;21789;546900;21789;"Independiente";44;"M";2018;8;19937;17081;10793;1716;8;8;21789
1418;901;0;0;0;2895112100;21553;3361763400;21553;570;386;0;321196200;21553;33775600;21553;148200;21553;524300;21553;"Independiente";44;"M";2018;7;19749;16835;10794;1699;5;7;21553
1241;905;0;0;0;2921319100;21530;3391656500;21530;537;297;2;321325600;21530;33970900;21530;404900;21530;1228900;21530;"Independiente";44;"M";2018;6;19725;16801;10859;1669;7;9;21530
8245;7804;1596;522;41;10827115700;98459;25834921600;98459;39635;1449;4834;4718430350;98459;6585653300;98459;1038673700;98459;1558539900;98459;"Dep_sec_priv";44;"M";2018;8;98105;91305;97514;97395;12440;12441;98459
7334;8360;1598;522;36;11362769080;98216;26093517700;98216;39330;1465;6129;4680840200;98216;6654544600;98216;1149162900;98216;1724194400;98216;"Dep_sec_priv";44;"M";2018;6;97878;91120;97131;96836;13046;13046;98216
7900;7943;1598;545;52;10815176830;98697;25733852201;98697;39589;1835;3991;4696949113;98697;6573051501;98697;1046662700;98697;1570466700;98697;"Dep_sec_priv";44;"M";2018;5;98397;91615;97790;97440;12660;12658;98697
7920;7749;1699;536;44;10724759990;97912;25591401600;97912;39169;2282;6534;4631528415;97912;6497735700;97912;1020527000;97912;1531666100;97912;"Dep_sec_priv";44;"M";2018;7;97558;90831;96848;96667;12139;12141;97912
1181;774;0;1;0;2910308000;21592;3361445500;21592;553;203;0;314926600;21592;33524200;21592;403300;21592;889900;21592;"Independiente";44;"M";2018;5;19805;16834;10837;1661;9;11;21592
8252;8314;1672;592;43;11212987812;102288;26719204399;102288;41251;1924;4161;4810166915;102288;6817233900;102288;1079890900;102288;1619918810;102288;"Dep_sec_priv";43;"M";2018;5;101966;94819;101341;100959;13020;13019;102288
7703;8645;1668;553;42;11768569222;101691;27089263800;101691;40863;1526;6535;4811234650;101691;6886704700;101691;1179008200;101691;1768689143;101691;"Dep_sec_priv";43;"M";2018;6;101332;94321;100574;100200;13352;13352;101691
8242;8037;1760;553;52;11109710750;101177;26541250499;101177;40735;2363;6855;4746260750;101177;6740591800;101177;1057418800;101177;1586380990;101177;"Dep_sec_priv";43;"M";2018;7;100831;93775;100101;99889;12429;12432;101177
8804;8194;1769;603;56;11228922600;101979;26832769200;101979;41221;1515;4933;4828648600;101979;6799789200;101979;1056403900;101979;1584849186;101979;"Dep_sec_priv";43;"M";2018;8;101632;94545;101000;100878;12838;12839;101979
51;85;7;4;0;168048300;1003;46078800;1003;124;9;48;28636900;1003;91141200;1003;30662200;1003;46004000;1003;"Dep_sec_priv";77;"M";2018;6;993;255;965;948;235;235;1003
16;14;1;0;0;56996300;325;18732300;325;34;5;3;8622900;325;26302000;325;7534600;325;11299500;325;"Dep_sec_priv";82;"M";2018;8;323;64;321;321;74;74;325
17;14;0;0;0;58871800;325;21658600;325;33;7;6;8590300;325;26998800;325;7832000;325;11745800;325;"Dep_sec_priv";82;"M";2018;7;323;71;320;317;74;74;325
19;23;0;0;0;58193800;332;20633000;332;34;3;12;8866400;332;26792100;332;7624700;332;11434700;332;"Dep_sec_priv";82;"M";2018;6;330;71;324;321;75;75;332
15;16;1;1;0;60199800;330;20337700;330;34;5;8;8976200;330;28071400;330;8205300;330;12305100;330;"Dep_sec_priv";82;"M";2018;5;328;71;324;321;78;78;330
42;70;9;6;0;171294700;1017;48293900;1017;139;12;20;28748400;1017;91177300;1017;30552400;1017;45839200;1017;"Dep_sec_priv";77;"M";2018;5;1005;261;992;972;256;256;1017
77;77;4;3;0;164196200;998;48487100;998;138;15;42;29037000;998;87625200;998;28820200;998;43241400;998;"Dep_sec_priv";77;"M";2018;7;990;253;971;961;234;234;998
63;54;8;2;0;169678500;986;46845100;986;146;6;21;29399900;986;89501300;986;29652500;986;44489900;986;"Dep_sec_priv";77;"M";2018;8;975;244;966;959;248;248;986
60;46;0;0;0;502172500;4010;30382300;4010;43;17;0;18937900;4010;1677800;4010;0;4010;0;4010;"Independiente";76;"M";2018;6;3942;157;540;66;0;0;4010
54;46;0;0;0;499282700;3975;29693000;3975;41;21;0;18335900;3975;1734300;3975;0;3975;0;3975;"Independiente";76;"M";2018;7;3909;155;542;70;0;0;3975
66;52;0;0;0;509704500;3961;29469300;3961;41;18;0;18055800;3961;1719400;3961;0;3961;0;3961;"Independiente";76;"M";2018;8;3898;152;530;68;0;0;3961
57;37;0;0;0;507466000;4032;30466900;4032;43;9;0;18323700;4032;1772400;4032;0;4032;0;4032;"Independiente";76;"M";2018;5;3973;163;537;71;0;0;4032
64;84;7;4;0;202083500;1255;71758000;1255;182;7;18;43149600;1255;92249500;1255;26178700;1255;39259300;1255;"Dep_sec_priv";76;"M";2018;5;1246;368;1225;1207;302;302;1255
81;75;13;3;0;192841400;1220;71096400;1220;175;19;19;39701500;1220;88468000;1220;24352000;1220;36520100;1220;"Dep_sec_priv";76;"M";2018;8;1209;355;1180;1177;283;283;1220
47;84;8;2;0;192310500;1219;70228600;1219;171;12;51;40406700;1219;88202300;1219;24268300;1219;36394700;1219;"Dep_sec_priv";76;"M";2018;6;1210;354;1180;1166;276;276;1219
75;80;10;1;0;186177900;1211;69027900;1211;174;18;40;39530600;1211;86875200;1211;22626000;1211;33931400;1211;"Dep_sec_priv";76;"M";2018;7;1203;358;1173;1168;268;268;1211
123;117;15;10;0;242172400;1777;101261600;1777;242;16;54;57603400;1777;127330200;1777;34191200;1777;52815600;1777;"Dep_sec_priv";74;"M";2018;7;1753;562;1735;1706;355;355;1777
111;169;16;10;0;252446300;1828;107639500;1828;247;14;58;58748000;1828;128941600;1828;35267700;1828;54070400;1828;"Dep_sec_priv";74;"M";2018;6;1800;597;1783;1749;371;371;1828
112;135;17;9;0;256733500;1844;108659200;1844;268;10;21;60326100;1844;129000700;1844;35896100;1844;53909700;1844;"Dep_sec_priv";74;"M";2018;5;1818;608;1808;1774;400;400;1844
144;114;20;6;0;251883900;1804;101353600;1804;254;10;40;58301600;1804;127264400;1804;34861800;1804;52849000;1804;"Dep_sec_priv";74;"M";2018;8;1773;557;1765;1734;374;374;1804
230;223;19;9;1;382289100;2906;191440100;2906;443;32;71;103294700;2906;187043200;2906;48592200;2906;72887300;2906;"Dep_sec_priv";72;"M";2018;8;2880;993;2847;2823;626;626;2906
416;220;1;0;0;1453652800;10137;250439300;10137;201;140;0;101069300;10137;5002100;10137;52100;10137;78100;10137;"Independiente";68;"M";2018;8;9665;1345;2629;255;1;1;10137
