ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
3;1;0;0;0;2749900;26;1719600;26;1;0;0;241700;26;0;26;0;26;0;26;"Independiente";120;"F";2018;8;22;13;23;0;0;0;26
4;2;1;0;0;3313600;36;4432200;36;8;1;1;576500;36;997200;36;138400;36;861000;36;"Dep_No_priv";81;"M";2018;7;27;16;33;18;9;16;36
1172;1182;99;28;94;3355425200;17652;5029723000;17652;8752;254;343;421558900;17652;1562742900;17652;335720200;17652;1137029500;17652;"Dep_No_priv";41;"F";2018;5;10466;11311;11317;14060;11192;12266;17652
20;17;1;0;0;3105200;83;6909000;83;12;0;0;794700;83;2222800;83;100700;83;150800;83;"Dep_sec_priv";120;"F";2018;6;83;51;82;83;9;9;83
17085;16514;4300;860;142;5420195930;129753;18598506400;129753;59124;2602;4672;3325468800;129753;4632535000;129753;148456000;129753;222607943;129753;"Dep_sec_priv";23;"M";2018;6;129397;122460;129028;128514;7270;7273;129753
17827;17714;4449;837;162;5459461000;131515;18809104400;131515;60365;3615;5043;3377318815;131515;4686257200;131515;145627400;131515;218383090;131515;"Dep_sec_priv";23;"M";2018;7;131127;124110;130766;130380;7293;7298;131515
17863;17128;4259;863;152;5306321749;129341;18283466500;129341;59428;3250;3639;3297051112;129341;4560138600;129341;140479300;129341;210824210;129341;"Dep_sec_priv";23;"M";2018;5;128970;122032;128622;128118;7148;7151;129341
4;3;1;0;0;1956400;12;2105300;12;4;0;0;658200;12;760400;12;260800;12;391200;12;"Dep_sec_priv";105;"M";2018;6;12;8;12;12;3;3;12
814;1511;241;87;3;3283177200;25460;4927653900;25460;5650;220;1493;455691700;25460;1571475200;25460;355374400;25460;532943000;25460;"Dep_sec_priv";58;"F";2018;6;25408;19342;25010;24954;6773;6771;25460
987;1616;254;94;2;3095185000;24861;4686091600;24861;5378;309;1602;435935800;24861;1510911000;24861;331605000;24861;497793300;24861;"Dep_sec_priv";58;"F";2018;7;24809;18737;24361;24414;6490;6488;24861
1435;1032;224;86;1;3073832600;24592;4619057400;24592;5186;334;1183;435330100;24592;1492588000;24592;326938800;24592;490541900;24592;"Dep_sec_priv";58;"F";2018;8;24545;18420;24164;24234;6507;6506;24592
1;1;0;0;0;539500;8;1106500;8;4;1;2;233400;8;293700;8;50700;8;76000;8;"Dep_sec_priv";115;"M";2018;7;8;6;8;8;2;2;8
1025;1638;99;17;93;3713603000;17631;5439131313;17631;8924;185;4218;472863100;17631;1958010800;17631;413354800;17631;1395409300;17631;"Dep_No_priv";41;"F";2018;6;10681;11562;11304;14225;11398;12264;17631
11668;10308;2634;259;1655;5964787700;112197;18165608600;112197;46441;2506;5371;1658787600;112197;4538165200;112197;280520100;112197;421081200;112197;"Dep_sec_priv";24;"F";2018;8;112031;105344;110302;110854;11915;11925;112197
0;5;0;0;0;1984500;25;4173100;25;5;1;2;348900;25;1268700;25;75700;25;1353100;25;"Dep_No_priv";82;"M";2018;6;19;13;21;14;8;14;25
2;2;0;0;0;2282700;26;2564100;26;6;0;0;466300;26;517200;26;76800;26;956300;26;"Dep_No_priv";82;"M";2018;5;19;12;22;14;9;14;26
0;1;0;0;0;1581100;21;4064800;21;3;0;2;222600;21;809900;21;96700;21;758200;21;"Dep_No_priv";82;"M";2018;7;14;13;17;10;7;9;21
2;1;0;0;0;1866600;21;4639800;21;5;0;1;248100;21;982100;21;55100;21;866100;21;"Dep_No_priv";82;"M";2018;8;15;12;17;12;7;11;21
1561;1360;103;15;263;2983803500;17969;4281656800;17969;6915;347;4071;376790000;17969;1345690800;17969;272728000;17969;889573100;17969;"Dep_No_priv";32;"F";2018;7;11983;11140;12146;12144;9343;9825;17969
2002;2234;105;16;239;3028976500;19515;4386521300;19515;7357;214;473;394389700;19515;1184428500;19515;233471000;19515;785243600;19515;"Dep_No_priv";32;"F";2018;5;12479;11710;14040;12386;9379;10340;19515
1726;2839;112;20;266;3332170100;18990;4717328613;18990;7506;174;3008;418400600;18990;1432166200;18990;289465900;18990;949764700;18990;"Dep_No_priv";32;"F";2018;6;12694;11918;13493;12524;9571;10361;18990
1;1;0;0;0;1709000;16;125000;16;0;0;0;4100;16;0;16;0;16;0;16;"Independiente";102;"M";2018;7;16;1;1;0;0;0;16
0;0;0;0;0;1780600;16;250000;16;0;0;0;23200;16;0;16;0;16;0;16;"Independiente";102;"M";2018;6;16;2;2;0;0;0;16
1;1;0;0;0;1780600;17;250000;17;0;0;0;24300;17;0;17;0;17;0;17;"Independiente";102;"M";2018;5;16;2;3;0;0;0;17
0;0;0;0;0;1585000;14;125000;14;0;0;0;0;14;0;14;0;14;0;14;"Independiente";102;"M";2018;8;14;1;0;0;0;0;14
925;1813;96;19;19;3001701200;14446;4784530300;14446;6983;147;2507;531017700;14446;1369450300;14446;302862000;14446;924379600;14446;"Dep_No_priv";33;"M";2018;6;10475;10101;10421;10537;7942;8907;14446
1062;1217;102;24;18;2762964800;14754;4572970300;14754;6885;201;462;506274900;14754;1162285300;14754;261139100;14754;779072400;14754;"Dep_No_priv";33;"M";2018;5;10452;10055;10805;10516;7798;8846;14754
1674;1827;458;157;3;4924810549;41443;10100706100;41443;10789;811;3101;749397100;41443;2526548700;41443;499219400;41443;749147400;41443;"Dep_sec_priv";55;"F";2018;7;41389;37988;40690;40788;9667;9663;41443
1434;1317;376;169;2;5002401749;41927;10256821400;41927;11080;603;1623;773016000;41927;2572247700;41927;510365400;41927;765859100;41927;"Dep_sec_priv";55;"F";2018;5;41878;38536;41279;41261;9984;9978;41927
3053;1771;85;20;272;3115865300;19646;4453571700;19646;7798;112;631;394512800;19646;1227272700;19646;241022800;19646;803796800;19646;"Dep_No_priv";32;"F";2018;8;12881;12116;13759;12995;9950;10723;19646
3549;2425;739;215;6;6805159600;60897;14757461600;60897;18801;849;3417;1163237500;60897;3684782800;60897;662425200;60897;994283000;60897;"Dep_sec_priv";48;"F";2018;8;60795;56845;60153;60259;12750;12756;60897
2927;3048;829;187;5;6748480899;60595;14635312000;60595;18765;1251;4783;1138128400;60595;3651569000;60595;655676100;60595;984823200;60595;"Dep_sec_priv";48;"F";2018;7;60505;56610;59765;59861;12571;12574;60595
229;143;1;0;0;1616193500;13147;275414900;13147;135;110;0;24787200;13147;7379000;13147;68800;13147;103200;13147;"Independiente";64;"F";2018;7;12955;1391;1487;446;1;1;13147
18;13;2;0;0;3373300;80;7707200;80;13;0;0;935000;80;2368500;80;149200;80;223300;80;"Dep_sec_priv";120;"F";2018;5;80;50;79;78;10;10;80
19;34;3;1;1;86579500;813;33562000;813;41;4;24;8049800;813;40745700;813;8539500;813;12838800;813;"Dep_sec_priv";76;"F";2018;6;813;194;794;783;163;163;813
3;2;0;0;0;1499800;13;2443000;13;2;0;1;236700;13;663200;13;174400;13;261600;13;"Dep_sec_priv";103;"M";2018;6;13;9;13;13;2;2;13
5;3;0;0;0;455200;16;1485600;16;1;0;1;245700;16;374400;16;19600;16;29400;16;"Dep_sec_priv";11;"F";2018;8;15;15;16;15;1;1;16
3;8;0;0;1;373700;18;1487700;18;2;0;1;335000;18;342000;18;0;18;0;18;"Dep_sec_priv";11;"F";2018;7;17;16;17;17;0;0;18
3;1;0;0;0;788100;12;2239900;12;1;0;0;227300;12;552800;12;31400;12;47000;12;"Dep_sec_priv";101;"M";2018;5;12;8;12;11;2;2;12
1;1;0;0;0;1139300;5;2233700;5;0;0;1;423200;5;578000;5;146400;5;219600;5;"Dep_sec_priv";111;"M";2018;5;5;5;4;5;2;2;5
0;0;0;0;0;1221200;5;2338600;5;0;1;1;445800;5;584800;5;149800;5;224600;5;"Dep_sec_priv";111;"M";2018;6;5;5;5;5;2;2;5
2086;1069;0;0;7;2643020300;23074;3118867201;23074;637;717;1;215456600;23074;28881800;23074;59200;23074;251800;23074;"Independiente";28;"F";2018;8;21996;19870;15403;1716;2;5;23074
1681;1424;0;0;5;2622871200;22884;3092076500;22884;620;511;1;212792400;22884;27980200;22884;0;22884;6300;22884;"Independiente";28;"F";2018;7;21839;19704;15264;1677;0;1;22884
1237;1228;0;0;7;2650792800;22954;3130137200;22954;523;325;0;215293000;22954;27292300;22954;0;22954;0;22954;"Independiente";28;"F";2018;6;21939;19818;15489;1657;0;0;22954
2482;2341;716;208;9;6749894500;59657;14506850500;59657;18360;887;2364;1176756400;59657;3627415800;59657;666373900;59657;1000623100;59657;"Dep_sec_priv";49;"F";2018;5;59574;55688;58963;58912;12766;12764;59657
2190;2952;819;218;4;7185452400;59324;14851407900;59324;18338;704;4301;1163677700;59324;3710656700;59324;747024000;59324;1121547100;59324;"Dep_sec_priv";49;"F";2018;6;59217;55351;58530;58521;13039;13037;59324
8827;9525;2697;282;2045;9403004901;126128;26113271700;126128;50617;2549;8516;2328588401;126128;6515608801;126128;597098400;126128;895742800;126128;"Dep_sec_priv";28;"F";2018;6;125921;117319;123609;124214;16792;16797;126128
17618;17869;4546;938;259;8802819787;162299;28452899400;162299;72800;3234;7667;4932214950;162299;7096779400;162299;346486300;162299;519959943;162299;"Dep_sec_priv";26;"M";2018;6;161931;152467;161189;160696;11116;11120;162299
18787;18150;4457;981;225;8491483258;162568;27977531600;162568;73315;4017;5693;4932138650;162568;7000615700;162568;304744000;162568;457373400;162568;"Dep_sec_priv";26;"M";2018;5;162203;152834;161608;161035;11052;11054;162568
10348;3068;27;15;97;1293701600;33169;1029214200;33169;3405;195;146;360612700;33169;407915800;33169;69229700;33169;261577000;33169;"Dep_No_priv";23;"F";2018;8;12156;5639;29550;5878;4006;4109;33169
5097;3669;34;11;108;1211725900;26312;902569400;26312;2855;404;1723;286770000;26312;413278000;26312;67949700;26312;265210600;26312;"Dep_No_priv";23;"F";2018;7;12044;4869;22737;5248;3317;3389;26312
2;1;0;0;0;256100;4;1462700;4;0;1;0;229800;4;400600;4;4000;4;272400;4;"Dep_No_priv";102;"M";2018;8;3;2;4;3;1;2;4
278;160;0;0;0;124320000;1452;146547600;1452;25;1;0;11301800;1452;434700;1452;0;1452;0;1452;"Independiente";19;"F";2018;5;1275;1169;1106;32;0;0;1452
318;218;0;0;0;132259100;1563;153120300;1563;22;1;0;12671000;1563;457000;1563;0;1563;0;1563;"Independiente";19;"F";2018;6;1353;1222;1190;34;0;0;1563
456;284;0;0;0;141718400;1718;166402000;1718;27;2;0;13777900;1718;481100;1718;0;1718;0;1718;"Independiente";19;"F";2018;7;1475;1334;1326;37;0;0;1718
4201;3367;644;41;36;639358900;18918;2106455200;18918;8734;550;174;193136900;18918;527853300;18918;16108500;18918;24127500;18918;"Dep_sec_priv";19;"F";2018;5;18811;17369;18741;18641;997;998;18918
8597;7695;1795;145;735;2562955300;62897;8196542300;62897;28400;1397;2237;723189300;62897;2052041000;62897;90213200;62897;135422400;62897;"Dep_sec_priv";21;"F";2018;8;62765;58529;61989;62157;4888;4892;62897
1558;1746;118;21;227;3804233600;20043;5646784400;20043;9066;267;500;469891000;20043;1624104900;20043;357724600;20043;1154861300;20043;"Dep_No_priv";37;"F";2018;5;12614;12968;13553;14900;11808;12938;20043
11160;9941;2736;274;1753;6725959950;118384;20184736000;118384;48807;3173;4863;1865117800;118384;5036770178;118384;338243211;118384;507359444;118384;"Dep_sec_priv";25;"F";2018;5;118220;110994;116437;116748;13422;13426;118384
10069;10020;2792;274;1779;7018606550;118513;20832228300;118513;48713;2455;6733;1888842700;118513;5191636200;118513;366253600;118513;549469900;118513;"Dep_sec_priv";25;"F";2018;6;118325;111031;116456;116842;13627;13631;118513
11092;10705;2707;262;1823;6830684800;119492;20566132200;119492;48990;3370;7108;1900257000;119492;5139740300;119492;337997100;119492;507047700;119492;"Dep_sec_priv";25;"F";2018;7;119330;111842;117362;117965;13421;13424;119492
11651;10349;2685;305;1848;6961855600;120505;20872118300;120505;49203;2507;6319;1927922300;120505;5217244200;120505;348570900;120505;522983100;120505;"Dep_sec_priv";25;"F";2018;8;120317;112555;118362;119034;13650;13655;120505
2452;3015;84;16;248;2572604100;20961;3539088100;20961;6608;207;444;348669900;20961;968712600;20961;181482700;20961;618298600;20961;"Dep_No_priv";29;"F";2018;5;12874;11058;15865;11419;8440;9226;20961
2207;3525;98;11;233;2796233700;19919;3796820500;19919;6808;187;2651;352630500;19919;1166185400;19919;230816300;19919;754279600;19919;"Dep_No_priv";29;"F";2018;6;13030;11270;14775;11519;8573;9215;19919
469;221;16;1;0;24111900;868;69335700;868;283;52;2;7144500;868;17897700;868;930900;868;1370900;868;"Dep_sec_priv";18;"F";2018;5;855;750;857;840;52;51;868
967;445;43;3;2;62263300;2127;196766100;2127;852;111;8;19287000;2127;49576900;2127;1727400;2127;2563600;2127;"Dep_sec_priv";18;"F";2018;7;2117;1922;2120;2098;104;103;2127
720;277;27;4;0;39582600;1401;123716500;1401;500;63;5;12060600;1401;31209100;1401;1176400;1401;1738600;1401;"Dep_sec_priv";18;"F";2018;6;1387;1246;1387;1375;74;73;1401
1325;596;66;3;1;92636600;3083;294380400;3083;1224;119;14;28033800;3083;73994200;3083;2411400;3083;3612500;3083;"Dep_sec_priv";18;"F";2018;8;3055;2767;3060;3040;139;139;3083
1061;480;48;7;0;43597600;1813;143449600;1813;452;65;4;29023700;1813;35859800;1813;1239600;1813;1856300;1813;"Dep_sec_priv";18;"M";2018;5;1790;1646;1795;1776;89;89;1813
2;8;1;0;0;3689600;36;5039400;36;10;1;1;532900;36;1699700;36;137800;36;1563900;36;"Dep_No_priv";81;"M";2018;6;30;15;33;21;9;20;36
1;2;0;0;0;4375100;36;5652400;36;12;1;0;596600;36;1675700;36;149900;36;1408400;36;"Dep_No_priv";81;"M";2018;5;29;14;35;22;9;21;36
6;1;1;0;0;4389800;39;4197900;39;9;1;0;593700;39;1277300;39;163600;39;1101600;39;"Dep_No_priv";81;"M";2018;8;30;16;36;22;10;20;39
818;408;0;0;0;2525745300;19575;2827023500;19575;420;403;2;116663500;19575;28754400;19575;47200;19575;88900;19575;"Independiente";48;"F";2018;8;18449;14829;6995;1586;4;4;19575
4475;4400;1221;233;204;8898685500;78871;20042560200;78871;27590;1830;6616;1685578500;78871;5005077300;78871;847244100;78871;1271326000;78871;"Dep_sec_priv";42;"F";2018;7;78756;73844;77815;77980;15095;15096;78871
1988;1431;0;0;1;2276087100;20149;2726476400;20149;491;353;0;263433400;20149;22390700;20149;171000;20149;287000;20149;"Independiente";29;"M";2018;7;18281;16729;13155;1320;4;4;20149
2308;1211;0;1;0;2322929100;20490;2784959732;20490;568;465;2;270188700;20490;22909400;20490;240400;20490;360500;20490;"Independiente";29;"M";2018;8;18557;16982;13246;1344;4;4;20490
11;6;1;0;0;14964300;78;25500200;78;30;1;12;3446900;78;7262000;78;1424100;78;6752100;78;"Dep_No_priv";77;"M";2018;7;62;33;70;47;23;46;78
20;4;1;0;0;19856800;93;25796500;93;33;2;1;4179400;93;7401200;93;1272300;93;6712000;93;"Dep_No_priv";77;"M";2018;8;76;34;83;58;22;57;93
4;31;1;0;0;17499100;98;26312700;98;36;3;5;3870400;98;8799500;98;1336500;98;8117900;98;"Dep_No_priv";77;"M";2018;6;81;36;89;60;24;62;98
3;6;1;0;0;18669200;97;23762100;97;42;1;2;3505600;97;6951300;97;1208600;97;6562700;97;"Dep_No_priv";77;"M";2018;5;76;32;91;61;24;62;97
1;1;0;0;0;474100;7;911500;7;3;0;0;149300;7;287700;7;50600;7;75900;7;"Dep_sec_priv";115;"M";2018;8;7;6;7;7;2;2;7
0;2;0;0;0;1019700;14;5524200;14;6;0;1;99700;14;473400;14;919500;14;1643400;14;"Dep_No_priv";100;"M";2018;5;6;5;8;6;7;8;14
0;1;0;0;0;763800;10;5196700;10;6;0;0;46800;10;560600;10;1648000;10;2793200;10;"Dep_No_priv";100;"M";2018;6;5;4;4;5;6;7;10
0;1;0;0;0;663700;10;5119800;10;3;0;4;46400;10;374400;10;490800;10;946300;10;"Dep_No_priv";100;"M";2018;7;4;3;4;4;6;6;10
3;1;0;0;0;769200;11;5254800;11;3;0;0;40000;11;320800;11;991000;11;1673100;11;"Dep_No_priv";100;"M";2018;8;5;4;6;4;5;6;11
1;2;0;0;0;1504400;13;4581400;13;2;1;2;301300;13;456500;13;781700;13;1599500;13;"Dep_No_priv";91;"M";2018;7;11;2;11;6;7;8;13
0;2;0;0;0;1478200;13;4581400;13;3;0;1;223000;13;543600;13;776900;13;1921900;13;"Dep_No_priv";91;"M";2018;6;10;2;11;6;7;8;13
124;69;1;0;0;15045400;704;13983100;704;10;1;1;6588000;704;3428000;704;624800;704;1786000;704;"Dep_No_priv";;;2018;7;132;106;661;105;33;34;704
18600;18487;4706;989;239;8576442907;163268;28343672200;163268;73574;4665;8219;4957428850;163268;7060719300;163268;298505300;163268;448112490;163268;"Dep_sec_priv";26;"M";2018;7;162868;153340;162190;161870;10768;10773;163268
871;551;1;1;0;516498900;6213;631076600;6213;74;19;0;84571800;6213;3434000;6213;15700;6213;23500;6213;"Independiente";22;"M";2018;5;5200;4930;4797;256;1;1;6213
392;46;0;0;0;14168700;2106;303700;2106;3;6;0;14353700;2106;423000;2106;61800;2106;287700;2106;"Dep_No_priv";17;"M";2018;8;162;6;2034;9;4;4;2106
524;33;0;0;0;7940400;1644;343900;1644;3;8;0;10673300;1644;433000;1644;43400;1644;260100;1644;"Dep_No_priv";17;"M";2018;5;93;5;1590;8;3;3;1644
216;52;0;0;0;9383100;1843;156500;1843;3;5;3;12046000;1843;478800;1843;55200;1843;329600;1843;"Dep_No_priv";17;"M";2018;6;106;5;1784;8;3;3;1843
565;37;0;0;0;11172000;2111;250200;2111;3;6;3;13650500;2111;462700;2111;50300;2111;300100;2111;"Dep_No_priv";17;"M";2018;7;133;5;2047;8;3;3;2111
1;1;0;0;0;618600;4;6250000;4;2;0;0;6900;4;0;4;1162700;4;1744000;4;"Dep_No_priv";97;"M";2018;5;3;2;2;0;2;2;4
0;0;0;0;0;683700;3;6250000;3;2;0;0;8200;3;0;3;1162700;3;1744000;3;"Dep_No_priv";97;"M";2018;6;3;2;1;0;2;2;3
1;1;0;0;0;732600;5;6250000;5;0;1;0;21900;5;0;5;1190400;5;1785600;5;"Dep_No_priv";97;"M";2018;7;4;2;3;0;2;2;5
121;132;0;0;0;15220400;736;12643900;736;5;5;1;6904800;736;3884600;736;971900;736;2249600;736;"Dep_No_priv";;;2018;6;149;97;680;99;36;37;736
0;1;0;0;0;2656400;6;3584400;6;2;0;0;161600;6;1066500;6;474800;6;712100;6;"Dep_sec_priv";107;"M";2018;6;6;3;6;5;2;2;6
3649;1502;59;18;4;1604454100;15792;2216650200;15792;4181;135;316;376893400;15792;537959700;15792;128022200;15792;323518700;15792;"Dep_No_priv";26;"M";2018;8;9689;7420;13393;7007;4904;5226;15792
1240;880;0;0;5;2668426700;22996;3149544100;22996;492;238;0;215425200;22996;26919300;22996;19700;22996;105600;22996;"Independiente";28;"F";2018;5;21976;19856;15558;1620;2;3;22996
2330;1274;0;1;0;1740525300;16785;2092872400;16785;388;392;0;211662200;16785;14511100;16785;53300;16785;125600;16785;"Independiente";26;"M";2018;8;15141;13967;11423;990;3;5;16785
1;0;0;0;0;229300;4;2444600;4;0;1;0;138300;4;438800;4;0;4;458400;4;"Dep_No_priv";106;"M";2018;8;2;2;4;1;0;2;4
0;0;0;0;0;97700;2;0;2;0;0;0;59500;2;0;2;0;2;0;2;"Independiente";116;"M";2018;8;1;0;2;0;0;0;2
0;1;0;0;0;218700;3;1289900;3;0;0;0;54400;3;691000;3;4000;3;518300;3;"Dep_No_priv";102;"M";2018;6;2;1;3;2;1;2;3
0;0;0;0;0;261800;2;1749700;2;1;0;1;40200;2;494500;2;4000;2;370900;2;"Dep_No_priv";102;"M";2018;7;2;1;2;2;1;2;2
1;0;0;0;0;459900;4;463600;4;0;0;0;74700;4;79400;4;21400;4;32000;4;"Dep_No_priv";115;"M";2018;7;3;2;3;2;1;1;4
0;1;0;0;0;260000;3;332800;3;0;0;0;84400;3;83200;3;0;3;62400;3;"Dep_No_priv";111;"M";2018;8;1;1;3;1;0;1;3
1;0;0;0;0;260000;3;332800;3;0;0;0;84400;3;83200;3;0;3;62400;3;"Dep_No_priv";111;"M";2018;7;1;1;3;1;0;1;3
2;2;0;0;0;1937800;17;2569700;17;2;0;1;190400;17;297000;17;33800;17;873000;17;"Dep_No_priv";119;"M";2018;7;10;5;12;5;3;4;17
1;0;0;0;0;116700;1;149400;1;0;0;0;4900;1;37400;1;0;1;0;1;"Dep_sec_priv";113;"M";2018;8;1;1;1;1;0;0;1
1;0;0;0;0;0;3;0;3;0;0;0;16400;3;7900;3;0;3;0;3;"Dep_No_priv";105;"M";2018;8;0;0;3;1;0;0;3
0;0;0;0;0;0;1;0;1;0;0;0;8200;1;0;1;0;1;0;1;"Independiente";114;"M";2018;6;0;0;1;0;0;0;1
0;0;0;0;0;0;1;0;1;0;0;0;8200;1;0;1;0;1;0;1;"Independiente";114;"M";2018;5;0;0;1;0;0;0;1
0;0;0;0;0;0;1;0;1;0;0;0;8200;1;0;1;0;1;0;1;"Independiente";114;"M";2018;8;0;0;1;0;0;0;1
0;0;0;0;0;0;1;0;1;0;0;0;8200;1;0;1;0;1;0;1;"Independiente";114;"M";2018;7;0;0;1;0;0;0;1
1895;1370;0;0;0;2629152400;20898;3147911700;20898;652;443;0;306398800;20898;25889400;20898;764900;20898;1147000;20898;"Independiente";32;"M";2018;7;19073;17228;13155;1400;11;11;20898
1499;976;0;1;0;2660468300;20964;3186526400;20964;548;214;1;307742100;20964;25029400;20964;439100;20964;745400;20964;"Independiente";32;"M";2018;5;19183;17332;13343;1368;11;12;20964
1481;1191;1;1;1;2642041100;20904;3168987200;20904;570;282;1;306751800;20904;25855100;20904;707800;20904;1127100;20904;"Independiente";32;"M";2018;6;19068;17247;13317;1398;8;9;20904
2121;1172;0;0;0;2672730800;21107;3206142300;21107;671;594;4;311127500;21107;27612500;21107;726500;21107;1291500;21107;"Independiente";32;"M";2018;8;19217;17386;13186;1460;11;13;21107
1560;1004;0;2;0;1710275900;16426;2062584800;16426;280;127;0;208236400;16426;13810300;16426;210400;16426;315500;16426;"Independiente";26;"M";2018;5;14848;13753;11473;907;7;7;16426
2008;1452;0;2;0;1689164900;16397;2028652900;16397;361;254;0;207815500;16397;14324600;16397;51900;16397;126900;16397;"Independiente";26;"M";2018;7;14796;13622;11268;965;3;4;16397
1644;1260;0;1;0;1714654500;16516;2066195600;16516;310;181;1;210299600;16516;13699300;16516;50900;16516;76300;16516;"Independiente";26;"M";2018;6;14860;13743;11483;921;3;3;16516
1495;980;1;1;0;2118861200;19117;2541673000;19117;349;167;1;249096100;19117;20130900;19117;225600;19117;354700;19117;"Independiente";28;"M";2018;5;17387;15985;12848;1193;6;7;19117
1040;716;0;0;6;3166606100;24384;3688760800;24384;604;276;0;250620500;24384;40465900;24384;116400;24384;187100;24384;"Independiente";35;"F";2018;5;23208;20245;14606;2227;3;4;24384
1074;1098;0;0;6;3164778400;24332;3692695300;24332;627;373;1;249718600;24332;42501400;24332;368100;24332;765800;24332;"Independiente";35;"F";2018;6;23139;20217;14609;2280;4;5;24332
1881;1332;0;0;0;2451238500;20310;2935402900;20310;557;372;1;287158400;20310;25417900;20310;247300;20310;525900;20310;"Independiente";31;"M";2018;7;18471;16771;12914;1441;5;7;20310
2151;1137;0;3;0;2493458426;20593;2993398565;20593;668;574;0;292941300;20593;26167800;20593;333400;20593;552700;20593;"Independiente";31;"M";2018;8;18637;16927;13018;1461;6;8;20593
1614;1232;0;0;0;2458151501;20350;2950199500;20350;536;271;1;285873900;20350;25372600;20350;257900;20350;473300;20350;"Independiente";31;"M";2018;6;18495;16826;13076;1417;3;5;20350
1499;983;0;0;0;2294229700;20177;2754935100;20177;426;171;1;261872800;20177;22089200;20177;131100;20177;212900;20177;"Independiente";29;"M";2018;5;18378;16859;13290;1296;2;3;20177
1606;1244;0;1;0;2298369000;20234;2760449000;20234;453;224;0;265757400;20234;21970100;20234;139100;20234;220900;20234;"Independiente";29;"M";2018;6;18341;16829;13329;1303;3;4;20234
1963;1480;1;2;0;2092015000;19061;2509783400;19061;426;311;1;249565500;19061;20368400;19061;76600;19061;115600;19061;"Independiente";28;"M";2018;7;17273;15854;12677;1242;6;7;19061
1625;1268;0;2;0;2122228900;19160;2550364400;19160;357;248;1;252833800;19160;20479100;19160;339400;19160;521200;19160;"Independiente";28;"M";2018;6;17357;15966;12905;1220;5;6;19160
2465;1246;0;1;0;2133155900;19438;2555749900;19438;481;468;1;253352900;19438;20732600;19438;169400;19438;383000;19438;"Independiente";28;"M";2018;8;17605;16137;12815;1267;5;6;19438
213;70;0;0;0;14542200;810;13629300;810;5;2;0;7672700;810;3388900;810;628300;810;1809000;810;"Dep_No_priv";;;2018;8;137;106;765;103;33;37;810
388;208;0;0;0;2154330900;17279;841220000;17279;200;145;0;48964800;17279;13729000;17279;109700;17279;164500;17279;"Independiente";60;"F";2018;7;16744;4222;2893;792;1;1;17279
322;224;0;0;0;2167693900;17576;844874400;17576;189;75;0;49673900;17576;13603600;17576;109700;17576;164500;17576;"Independiente";60;"F";2018;5;17027;4263;2937;794;1;1;17576
322;262;0;0;0;2144301000;17402;847273100;17402;207;91;0;49457400;17402;13689900;17402;110700;17402;166000;17402;"Independiente";60;"F";2018;6;16864;4254;2946;795;2;2;17402
122;37;0;0;0;16696700;264;23916100;264;1;1;0;3265100;264;166900;264;0;264;0;264;"Independiente";18;"M";2018;8;177;176;196;11;0;0;264
97;43;0;0;0;10127100;193;15083400;193;3;0;0;2286100;193;72200;193;0;193;0;193;"Independiente";18;"M";2018;7;119;120;143;6;0;0;193
30;10;0;0;0;3688000;80;7883800;80;1;0;0;820000;80;21700;80;0;80;0;80;"Independiente";18;"M";2018;5;40;48;51;2;0;0;80
66;20;0;0;0;6701300;132;10417400;132;4;0;0;1524300;132;41600;132;0;132;0;132;"Independiente";18;"M";2018;6;70;70;87;4;0;0;132
978;1006;84;26;49;3025367200;16430;4548451200;16430;8488;231;307;384051600;16430;1497018200;16430;310353100;16430;1095094800;16430;"Dep_No_priv";43;"F";2018;5;9524;10419;10255;13384;10825;11784;16430
1517;994;0;0;0;2457533400;20332;2949625300;20332;525;189;2;288880000;20332;24444500;20332;169600;20332;400900;20332;"Independiente";31;"M";2018;5;18544;16871;13081;1383;7;10;20332
2;0;0;0;0;254200;3;75200;3;0;0;0;20500;3;0;3;0;3;0;3;"Independiente";106;"M";2018;8;3;1;1;0;0;0;3
1850;1406;0;0;4;1917395600;18035;2293623400;18035;427;336;0;167655400;18035;17435700;18035;36700;18035;55000;18035;"Independiente";25;"F";2018;7;17202;15919;13230;1133;1;1;18035
2294;1126;0;0;3;1973222801;18499;2362371900;18499;427;497;1;172520200;18499;17699000;18499;24200;18499;36300;18499;"Independiente";25;"F";2018;8;17640;16329;13441;1157;1;1;18499
